"id","Image","Product Name","Category","Tag","Product Information","Origin","Ingredients","Nutritional Content","Storage","Other Information","Buy Two Get","Price","Price Per Item","Compare Price","Pant","Status","Weight","Discount Price","Subcategory","Sub-subcategory"
"14","https://livsham2.softwarebyte.co/assets/images/product_image/24182.jpeg","Vattenmelon Hel Klass 1","Frukt & grönt","Lager","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","England","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","56,45","","34,90 kr/kg","10","In Stock","1,5 kg","","Frukt","Melon"
"15","https://livsham2.softwarebyte.co/assets/images/product_image/90435.jpg","Melon Honung  Klass 1","Frukt & grönt","Lager","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","England","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","46,09","","41,90 kr/kg","10","In Stock","1,1kg","","Frukt","Melon"
"18","https://livsham2.softwarebyte.co/assets/images/product_image/56297.jpg","Hallon 125g Klass 1","Frukt & grönt","Lager","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","England","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","25,12","","200 kr/kg","10","In Stock","125 g","","Frukt","Hallon"
"20","https://livsham2.softwarebyte.co/assets/images/product_image/83685.jpeg","Apelsin Eko Klass 1","Frukt & grönt","Lager","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","England","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","19,58","","30,90 kr/kg","10","In Stock","310g","","Frukt","Apelsin"
"21","https://livsham2.softwarebyte.co/assets/images/product_image/80414.jpg","Äpple Granny Klass 1","Frukt & grönt","Lager","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","England","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","1","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","6,06","","31,90 kr/kg","10","In Stock","190g","","Frukt","Äpple"
"22","https://livsham2.softwarebyte.co/assets/images/product_image/77974.jpg","Äpple Pink Lady Klass 1","Frukt & grönt","Lager","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","England","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","8,26","","45,90 kr/kg","10","In Stock","180g","","Frukt","Äpple"
"27","https://livsham2.softwarebyte.co/assets/images/product_image/74696.jpg","Citron Klass 1 nr 2","Frukt & grönt","Lager","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","England","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","6,90","","34,50 kr/kg","10","In Stock","200g","","Frukt","Citrusfrukter"
"29","https://livsham2.softwarebyte.co/assets/images/product_image/57200.jpg","Jordgubbar 400g Spanien","Frukt & grönt","Lager","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Spanien","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","39,95","","99,88 kr/kg","10","In Stock","400g","","Bär","Jordgubbar"
"30","https://livsham2.softwarebyte.co/assets/images/product_image/46535.jpg","Äpple Golden Klass 1","Frukt & grönt","Lager","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","England","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","5,06","","38,90 kr/kg","1","In Stock","130g","","Mjölk, grädde, yoghurt","Äpple"
"31","https://livsham2.softwarebyte.co/assets/images/product_image/42275.jpeg","Päron Klass 1","Frukt & grönt","Lager","","England","","","","","","5,86","","34,90","10","In Stock","160g","","Frukt","Päron"
"32","https://livsham2.softwarebyte.co/assets/images/product_image/37269.jpg","Druvor Röda kärnfria Klass 1","Frukt & grönt","Lager","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","England","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","39,95","","80,00 kr/kg","1","In Stock","500g","","Frukt","Vindruvor"
"33","https://livsham2.softwarebyte.co/assets/images/product_image/35037.jpg","Druvor Gröna kärnfria Klass 1","Frukt & grönt","Lager","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","England","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","48,95","","97,90 kr/kg","10","In Stock","500g","","Frukt","Vindruvor"
"34","https://livsham2.softwarebyte.co/assets/images/product_image/18852.jpeg","Granatäpple Klass 1","Frukt & grönt","Lager","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","England","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","24,90","","83,00 kr/kg","1","In Stock","300g","","Frukt","Exotisk frukt"
"35","https://livsham2.softwarebyte.co/assets/images/product_image/56142.jpeg","Physalis 100g Klass 1","Frukt & grönt","Lager","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","England","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","24,95","","249,50 kr/kg","10","In Stock","100g","","Frukt","Exotisk frukt"
"36","https://livsham2.softwarebyte.co/assets/images/product_image/5598.jpeg","Physalis 100g Klass 1","Frukt & grönt","Lager","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","England","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","24,95","","249,50 kr/kg","1","In Stock","100g","","Frukt","Exotisk frukt"
"37","https://livsham2.softwarebyte.co/assets/images/product_image/41078.jpeg","Sockerärta 150g Klass 1","Frukt & grönt","Lager","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","England","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","31,95","","213,00 kr/kg","","In Stock","150g","","Grönsaker","Ärtor & Bönor"
"38","https://livsham2.softwarebyte.co/assets/images/product_image/22485.jpeg","Aubergine Klass 1","Frukt & grönt","Lager","","England","","","","","","12,90","","57,33 kr/kg","","In Stock","225g","","Grönsaker","Zucchini & aubergine"
"39","https://livsham2.softwarebyte.co/assets/images/product_image/8276.jpeg","Broccoli Klass 1","Frukt & grönt","Lager","","England","","","","","","18,95","","75,80 kr/kg","","In Stock","250g","","Grönsaker","Kål & broccoli"
"40","https://livsham2.softwarebyte.co/assets/images/product_image/55244.jpeg","Chinarosegroddar Eko","Frukt & grönt","Lager","","England","","","","","","12,00","","240 kr","","In Stock","50g","","Grönsaker","Bönor & groddar"
"41","https://livsham2.softwarebyte.co/assets/images/product_image/97121.jpeg","Böngroddar Eko","Frukt & grönt","Lager","","England","","","","","","47,09","","94,17 kr/kg","","In Stock","500g","","Grönsaker","Bönor & groddar"
"42","https://livsham2.softwarebyte.co/assets/images/product_image/50463.jpeg","Paprika grön Klass 1","Frukt & grönt","Lager","","England","","","","","","11,86","","65,90 kr/kg","","In Stock","180g","","Grönsaker","Paprika"
"43","https://livsham2.softwarebyte.co/assets/images/product_image/54695.jpeg","Paprika Röd Klass 1","Frukt & grönt","Lager","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","England","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","13,12","","72,90 kr/kg","","In Stock","180g","","Grönsaker","Paprika"
"44","https://livsham2.softwarebyte.co/assets/images/product_image/6858.jpeg","Paprika Gul Klass 1","Frukt & grönt","Lager","","England","","","","","","12,58","","69,90 kr/kg","","In Stock","180g","","Grönsaker","Paprika"
"45","https://livsham2.softwarebyte.co/assets/images/product_image/3471.jpeg","Chilipeppar Röd Klass1","Frukt & grönt","Lager","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","England","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","21,95","","548,75 kr/kg","","In Stock","20g","","Grönsaker","Örter och smaksättare"
"46","https://livsham2.softwarebyte.co/assets/images/product_image/56801.jpeg","Chilipeppar Röd Klass 1","Frukt & grönt","Lager","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","Spanien","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","<div class=""ql-editor ql-blank"" data-gramm=""false"" contenteditable=""true""><p><br></p></div><div class=""ql-clipboard"" contenteditable=""true"" tabindex=""-1""></div><div class=""ql-tooltip ql-hidden""><a class=""ql-preview"" target=""_blank"" href=""about:blank""></a><input type=""text"" data-formula=""e=mc^2"" data-link=""https://quilljs.com"" data-video=""Embed URL""><a class=""ql-action""></a><a class=""ql-remove""></a></div>","","20,95","","523,75 kr/kg","","In Stock","20g","","Grönsaker","Örter och smaksättare"
